date,OilShock,OilPrice,WorldOilProd,WorldOilInv,WorldIndProd,UsIndProd,UsCpi
199803,-2.4473884733,-6.6949062183,-0.1729898024,-0.6918226401,-0.3110398219,0.0834624447,0
199804,0,2.6345091812,-0.2031694743,1.4913657386,-0.0745442402,0.3531684266,0.1233806449
199805,0,-4.0751560739,-0.7949021408,1.2426282703,0.2430130275,0.6413942715,0.2463055432
199806,-0.3519516114,-8.5430441602,-0.411408566,-1.5327469676,-0.2015354365,-0.6329326222,0.1229256455
199807,0,2.7829507626,-0.1937088315,0.1442795003,-0.1039590425,-0.3535974773,0.2453988962
199808,0,-5.3714922517,-1.4928946068,0.1701445269,0.3415042934,2.0304597285,0.1224739896
199809,0,11.1834323817,0.131603046,-0.7006836112,0.2350556499,-0.1778138375,0.0611807911
199810,0,-4.062127435,0.1799922926,1.5220298659,0.2954459901,0.7939964423,0.2443495412
199811,-2.7457400194,-11.4409221904,1.2688107437,-0.0474760816,0.1625038357,-0.055778653,0.1219512346
199812,0,-13.2139049797,-0.2637090121,-0.1897550764,-0.1195276855,0.3797743442,0.1826484526
199901,0,9.8471359061,0.3526379224,1.0876641543,0.9486138063,0.4592001863,0.1823154562
199902,0,-3.75861236,0.4793300894,-1.3385732877,-0.5768178185,0.5296997417,0
199903,-1.7579983293,19.8776080075,-0.4797035749,-0.017170525,0.8020423054,0.179284486,0.0606980292
199904,0,16.1240695173,-2.1764067346,-0.3000138837,0.0605005822,0.2553133922,0.6652579721
199905,0,2.2766953409,-0.2941456746,0.4011446883,0.9247928524,0.730770021,0.060259116
199906,0,0.7856381599,-1.6088222823,-0.0415314404,0.0620172912,-0.1628909182,0
199907,0,11.0776263887,2.3275886346,0.5473985578,0.6920294826,0.6279528963,0.42080014
199908,0,5.5204564261,-0.1677587863,-0.6323516535,0.4311164867,0.4088909024,0.2396645845
199909,-1.2424645122,11.2033557179,0.0672742587,-0.6219617814,0.6470137025,-0.3967386916,0.4180358432
199910,0,-5.5109281571,0.767873729,-0.3609882483,0.5771941121,1.3028583873,0.1786246381
199911,0,9.6173789563,-0.0315386419,-0.5766460642,0.9401384922,0.4758489897,0.1783061394
199912,0,4.1121152413,-1.2313762377,-0.2418554494,0.9271733113,0.7645705487,0.2372480354
200001,0,3.8354964687,1.6171010845,-0.2167148012,-0.2450840604,0.0017980865,0.2957706977
200002,0,7.268498964,0.8865790432,0.3046698312,0.36423081,0.2880164725,0.4126147911
200003,0.7096637451,1.2366310569,0.0476157855,-0.7815186392,0.5015048403,0.3997546594,0.5865119452
200004,0,-14.8892807747,0.9815910502,-0.0391462343,0.9862427805,0.7261516525,-0.0584966381
200005,0,10.9880625705,0.7531302135,-0.6446598438,0.5025657536,0.1844123189,0.1753873586
200006,-0.7298180598,9.4904411549,-0.3039462046,0.5075160714,0.0999431717,0.0912468154,0.5824128286
200007,0,-6.9807459425,0.9142803623,0.2711597308,0.3611014532,-0.1383073547,0.2899393159
200008,0,4.755774006,1.1969429423,0.1758326672,0.4838793189,-0.31886608,0
200009,3.9335058174,7.6568137623,0.0137560568,0.1136637122,-0.2226087615,0.4090113178,0.5197817074
200010,0,-2.5622618762,0.6374328383,-0.6010180567,0.3309354044,-0.3001049493,0.1726619134
200011,0.6374754802,3.7404051166,0.7909491043,0.3271162472,0.3632233004,0.0173221971,0.1723643058
200012,0,-19.1850550705,-1.8054294002,0.9906647906,0.3568368537,-0.2716566762,0.2293578987
200101,-1.3064702788,3.2887826825,-0.1177760608,-1.5204702427,-1.3535008377,-0.6604792838,0.5711037796
200102,0,-0.1261629006,-0.6799247917,-1.6609479893,0.8283550041,-0.6136754683,0.2275313837
200103,-0.4729063317,-8.3993681296,0.959773653,1.9264540601,-0.9342207538,-0.2579381562,0.0568020464
200104,0,0.4519300963,-1.3544384374,1.1434855721,-0.4414236065,-0.2337900997,0.1702128071
200105,0,3.880736227,-1.0095484877,-0.7546301892,-0.0204044647,-0.668640811,0.5089069507
200106,0.9661455238,-3.924209145,-2.3281553227,-2.0995931372,-0.2436044172,-0.6178979366,0.225352208
200107,2.0124643973,-4.0869949134,2.8885328073,0.9551967202,-0.6980142408,-0.5772477622,-0.1689665285
200108,0,3.7838341803,0.2552362584,0.6125788424,0.5472709243,-0.1843904996,0
200109,1.7600117362,-6.3562150895,-0.6935155244,0.3430563341,-0.6845376363,-0.3514777537,0.393812042
200110,0,-15.0116471989,-0.1448965617,0.1090794302,-0.3284645488,-0.449637457,-0.2811359738
200111,-7.2323751402,-12.0884783863,0.5201279337,-0.0851990558,-0.2695124907,-0.5259885925,-0.0563221643
200112,-1.9071329749,-1.6872800141,-0.6134870137,0.5684679465,0.077310701,0.0459199272,-0.056353904
200201,0,1.5746673896,-1.2638861344,0.6231261325,1.0546249983,0.5664798311,0.1689665285
200202,0,5.1282755269,0.139864598,1.2510786968,-0.2707086955,0.0220015621,0.1686815131
200203,0.0302154204,16.0533214954,-0.2974502021,-0.5879393821,0.9694374596,0.8047021555,0.2805050928
200204,0,6.8553355623,-0.7852371547,-1.3421509554,0.699677701,0.4048018253,0.4471779391
200205,0,2.7034901517,0.8633493963,1.0603862378,0.3786419153,0.4352585132,0.1114827317
200206,1.1217104016,-5.7671821995,-0.2155862187,0.4188847814,0.1954303865,0.9443610658,0.055694794
200207,0,5.1925017484,0.6904827668,-0.6686044738,0.4035086714,-0.2323424593,0.2224695022
200208,0,4.9298573867,-0.4102138948,0.2846170937,0.3431006552,0.032492067,0.2773926883
200209,0.789356334,4.2791092386,0.8002033094,-1.8116259305,0.2964725127,0.1442697357,0.1660670185
200210,0,-3.0236386999,2.0708814299,2.1733068496,0.1091466538,-0.3324211744,0.2209945651
200211,0,-9.5336649353,0.1423790535,0.1568637179,0.3502767276,0.5074862822,0.1654260096
200212,1.6736048182,11.1595583437,-2.4371395262,-0.0714353903,-0.3408923694,-0.4876810903,0.1651528038
200301,1.9961480306,10.8622223159,0.8039220219,0.3917655816,1.1123975474,0.5742474001,0.4390786417
200302,0,7.9752056769,2.3211557643,-0.0875950899,-0.0249599816,0.3174067779,0.5461510026
200303,-0.0289474333,-6.849708155,0.7649669902,1.0020169506,0.052487185,-0.2275125333,0.1632653424
200304,0.7627046182,-16.8129726455,-1.5583689813,0.1822737651,-0.2944099831,-0.7203557997,-0.381367937
200305,0,-0.2262509063,-0.0041882874,-0.5758273953,-0.1579758669,0.0199194868,-0.1638896843
200306,0.8940317223,8.662896031,-1.1848853559,0.7993076944,0.4611660083,0.1462759032,0.1092896284
200307,-0.0071743505,-0.1970304183,0.906553147,1.2013105359,0.737524398,0.4188095622,0.3271540541
200308,0,2.2279998917,0.6614445199,0.3682047889,-0.1292007985,-0.1889673706,0.434547126
200309,2.4548953371,-11.3578985599,0.9639924709,0.9590530435,0.9442711568,0.6264932359,0.3246756099
200310,0,7.0710017573,1.2893760107,-0.068937475,0.905669566,0.1250196168,-0.1081081186
200311,0,2.4208215685,0.328615437,0.3194182066,0.3299416661,0.8206024328,0.0540686685
200312,0.867723706,3.0827169644,1.7591637267,0.30519199,0.7335242017,-0.0713321867,0.2699056969
200401,0,5.9554489643,-0.4343555323,-0.0062386536,-0.1616748463,0.1983224612,0.430339556
200402,2.6572864929,1.1476651986,-0.0287324932,0.7267877063,1.2961954591,0.6058590303,0.214477294
200403,-0.723612261,5.4378353942,-0.077125267,-0.3392398455,-0.0235625886,-0.4901340487,0.2140182732
200404,0,-0.3508195645,-0.0473335017,0.7715433697,0.6507493419,0.4301720367,0.1602136524
200405,0,8.9090972136,-0.4530389374,0.4540486971,0.3331277941,0.8123153556,0.4259857347
200406,-0.9271917044,-6.1455278146,2.2157062159,0.2049081129,-0.0764227587,-0.8190959325,0.3712547356
200407,0,6.6811823796,0.6242444882,-0.3848949708,0.6854103944,0.7599976097,0.1058201157
200408,0,9.881722379,-1.4129202233,-1.2009888204,0.0527021318,0.0813417079,0.0528680953
200409,-1.6672926518,1.9059352486,0.8538721878,0.7403204108,0.4025855173,0.0788982414,0.3166229558
200410,0,13.9933018823,0.839496722,0.9429968143,0.4491416109,0.941750348,0.5254872838
200411,0,-9.6708916112,-0.4606999988,1.5763057894,0.1471753486,0.1864932606,0.4705891037
200412,-3.2285237236,-11.1893479637,-0.5018380091,-0.8089015554,0.3534979036,0.7197872946,0
200501,2.1197729207,7.8414087493,0.3893334239,0.0949529779,0.7737997459,0.4581091932,-0.0521784515
200502,0,1.967160409,0.3796698281,-0.1932934173,0.0598776064,0.6765811931,0.4166672695
200503,3.005831039,12.050090533,0.4272051984,1.2586794612,0.235751086,-0.1566326713,0.3631651203
200504,0,-2.6764407148,0.3956898429,0.2588071998,0.727316207,0.1342572548,0.3102380978
200505,0,-6.1912738014,0.2114874109,1.1475649239,-0.3762617848,0.1644377703,-0.051639557
200506,0.2883430638,12.0850195198,-0.5153053372,-0.7518338736,0.6676435838,0.4073211356,0.051639557
200507,0,3.6279887672,-0.214874722,0.7240839563,0.0891365151,-0.3233016129,0.6176036101
200508,0,9.534777137,0.0576615686,0.4342144035,0.3196423674,0.2027978387,0.6138126689
200509,-1.7250305113,-0.4481911637,-0.6002064502,0.3530499741,0.0838970161,-1.8532856139,1.367456102
200510,0,-5.1541800585,0.1303083157,0.1780616329,0.5764931118,1.2444581674,0.1507916848
200511,0,-6.2447039816,0.6314311596,-0.1281175071,1.0595655385,1.0179690901,-0.5035257366
200512,2.9167722065,1.9197056022,0.3867852504,0.3648810929,0.6600806655,0.5940757867,0
200601,-0.2046589398,9.1364379851,-0.6566273383,-1.2991131303,-0.1255010577,0.1181162233,0.6039273514
200602,0,-6.1555668079,-0.1161611839,0.9921084862,0.8663185451,0.0436528558,0.0501630309
200603,-1.8893189095,1.8894015838,-0.2000316907,-0.0209286987,0.3140851094,0.1870370861,0.1503382894
200604,0,9.7515656364,0.0900229529,0.2101593433,0.408800547,0.4288819421,0.4995015381
200605,0,1.4792537052,-0.6078643616,-0.2155284027,0.6745898186,-0.1397426626,0.2985076843
200606,-1.2414646334,-0.2198886618,-0.1418120443,-0.0910449715,0.3267539488,0.3644138374,0.2480775274
200607,0,4.2037864496,1.4012959739,0.4985479342,0.3246472553,-0.0308476798,0.5436138912
200608,0,-2.2872077169,-0.4161218472,0.0149831995,0.391777905,0.3458301235,0.4425873957
200609,-1.1840092496,-12.9375521552,-0.3933091987,0.2015135505,0.3811272871,-0.1732055517,-0.4918849072
200610,-1.0727311385,-7.6900546755,0.4632874575,0.5910364775,0.256500827,-0.0443998497,-0.4447746398
200611,0,0.779240178,-0.5012963846,0.8310674659,1.1847964985,-0.0861175617,0.0495172082
200612,1.7175376124,3.8398319517,-0.3001749757,-1.4514281787,0.6400579209,1.0490890477,0.5430771185
200701,0,-12.9791763843,-0.4800099699,0.0804105096,0.5813339811,-0.4916195827,0.1657906056
200702,0,7.8579411814,0.3513669605,0.6932827517,0.2116722342,1.0199682766,0.3870849134
200703,-0.7444881279,1.6513419491,-0.1061866636,-0.6676819222,0.6522252301,0.1809169292,0.5186647493
200704,0,5.1783444851,0.3252186717,0.3267971968,0.1354484544,0.7226088957,0.2996169482
200705,0,-1.2128913964,-0.6478125745,1.0338977486,0.912945878,0.0410582728,0.4124476657
200706,0,5.9107399343,-0.5358225381,0.2514432043,0.149018347,0.0070641424,0.2314072179
200707,0,9.2884301917,0.7022749539,-0.3906149839,0.4468882168,-0.0448753333,0.1779012467
200708,0,-2.4734636957,-0.8931862581,-0.7793521027,0.4292511816,0.191868043,0.03082332
200709,1.1402694324,9.4854483087,1.070491865,-0.1701494384,0.0637358566,0.3465462584,0.4228600245
200710,0,7.2440431631,0.9237726732,-1.055488632,0.6563243488,-0.4802711847,0.3078494401
200711,0,8.537052845,-0.3982607217,-0.1952092737,0.4145101001,0.5306971235,0.7828164083
200712,-0.8878845679,-3.3913214084,0.6035266616,0.4664914238,0.2127099797,-0.0077853965,0.2893823403
200801,0,0.9770459279,0.1142052815,0.1761205681,1.4747053424,-0.2869630686,0.3441775367
200802,-2.5674450117,2.3077709242,0.248425063,-0.4780193795,-0.5445367482,-0.3294333374,0.2414908637
200803,4.2200239878,9.8153537696,0.2427582399,1.5641032029,-0.3140075332,-0.2450597136,0.3571641893
200804,0,6.1984031766,-0.8002936333,-1.0049199596,0.4288478292,-0.7474866365,0.2311706966
200805,0,10.1953577768,0.4299321362,-0.409635938,-0.8841523803,-0.5054226289,0.5900052068
200806,0,5.5464676399,0.026360902,-0.2879802302,0.2629487978,-0.1644132208,1.0423718797
200807,0,-1.0781402182,1.0033710261,1.2503743298,-0.668434461,-0.5271845689,0.7116065394
200808,0,-13.332732047,-1.6150950611,0.7645267494,-0.9040217511,-1.4950011489,-0.1489584608
200809,-0.8103959228,-11.6260861727,-1.3779061576,0.4716588518,-1.0186303149,-4.4008207472,0.08547263
200810,-5.3554660274,-29.5543676388,1.4526758196,0.1721234994,-1.5566833456,0.9405219121,-0.86356164
200811,0,-27.0644586485,-0.2165640368,0.4570239232,-2.7412405543,-1.2357454423,-1.7864094093
200812,-2.2251829455,-32.8413567042,-1.0898840103,0.7825773514,-3.2652130059,-2.9689686473,-0.8267605054
200901,0,1.4872574673,-1.5294044929,0.2196885595,-2.8701356299,-2.3953480999,0.2527574332
200902,0,-6.7440126218,0.7261637841,-0.1946694252,0.84229466,-0.6518943681,0.3636042231
200903,1.8787171966,20.4116210291,-0.2759646889,-0.1324217077,-0.4946078157,-1.6099979527,-0.0987770541
200904,0,3.602332749,0.2110586376,-0.3365137761,0.1861606621,-0.9051812886,0.1006575752
200905,2.90732656,17.0961064856,-0.5706924651,-0.6644363445,0.5670418207,-1.0751397427,0.1470412333
200906,0,15.5402334846,0.2827100774,-0.718375717,0.9723953007,-0.4325324753,0.8265359855
200907,0,-8.3326977173,1.1736819426,0.7154517396,0.8809415581,1.0465915944,-0.0298009855
200908,0,9.9893385286,-0.7078255987,0.4258060335,0.820558478,1.0991755027,0.3342859791
200909,0.7076300913,-2.4702568744,0.6641099797,-0.1649835364,1.123449937,0.749823058,0.1929025467
200910,0,8.4613627774,0.6255062237,-0.6025043417,0.4844446336,0.3238341552,0.2997434999
200911,0,2.6028835472,-0.0315645162,1.331969473,0.9271562245,0.4078926955,0.3342996545
200912,1.2375812152,-5.0143031536,-0.4136948637,-0.2192727779,0.5882575388,0.2714489332,0.0520041155
201001,0,5.0765895728,0.2246743292,0.4746837411,1.8419048758,1.1391187268,0.0648521876
201002,0,-2.2328697432,0.7732492399,-0.3593715364,-0.130843255,0.3654158814,-0.0952229877
201003,1.5111295264,6.0831981448,0.409256567,0.069409453,1.4542441219,0.694652817,0.0331313246
201004,0,3.8877069168,-0.0182193365,-0.3859250395,0.4538432898,0.4190499987,0.0230014078
201005,0,-13.4094322599,0.0848732728,0.2165693842,0.8435676967,1.4914905082,-0.0519907165
201006,0,2.0662217756,0.1508404319,0.5441795152,-0.1950725694,0.1919187159,-0.0418882878
201007,0,1.1578515166,0.3576063048,-0.1880076747,0.465357269,0.4603927006,0.1867508661
201008,0,0.441477729,-0.0894874674,0.6341190949,0.3743690108,0.4170697479,0.1460296727
201009,0,-2.1466041115,0.4122544237,-0.1388271324,0.230431301,0.280500098,0.1613946311
201010,-0.5123249839,8.0410264044,-0.1444354954,0.9543922699,0.4778553429,-0.2385531289,0.3475798702
201011,0,2.4452450444,0.8140328583,-0.9516564021,0.5746107751,0.0396237219,0.2530636859
201012,1.0435672964,5.2595097366,-0.0619887847,-0.3343105428,1.1677468867,0.8641366259,0.4008531439
201101,0,0.1020868958,0.6560308372,0.1944243596,1.3773137312,-0.102916068,0.3237794881
201102,0,-0.1421609278,-0.325348114,-0.2639762089,-0.1655999678,-0.4397801624,0.3209319251
201103,0,13.385400206,-1.3659785089,-0.0693231135,-0.2891815474,0.9575470319,0.5160211386
201104,0,6.2014525783,-0.0845313323,0.320725917,-0.5008421263,-0.3854508155,0.4683116049
201105,0,-8.5638082387,-1.0112046212,-0.2044928652,0.9162887323,0.2224531136,0.3176663791
201106,1.4934246531,-5.1018046208,1.0637701056,-0.5777957488,0.2601046552,0.2359188701,0
201107,0,0.6686743745,0.3870849699,-0.8377646615,0.3041378258,0.4299280223,0.2616610519
201108,0,-12.1640160557,0.7004567249,-1.1531149289,0.2162427622,0.5861404709,0.3149497289
201109,0,-1.0544256949,-0.8736906121,-0.8850839238,-0.0616515811,-0.0756662428,0.2169193456
201110,0,0.8626331422,0.7264031295,0.068971998,0.013581793,0.7079343191,0.0674979677
201111,0,11.5924032099,1.3065473315,0.3171133199,-0.12984833,-0.1267044846,0.184614488
201112,-4.9944080602,1.3655688602,0.5390671983,0.3349824744,0.3025802327,0.5022099009,0.0237680242
201201,0,1.4079862753,0.1910321948,-0.674104476,0.0187582778,0.6404467532,0.2720492157
201202,0,1.7718319298,0.4164364309,-0.4609784009,0.4558699885,0.2968615602,0.2135165037
201203,0,3.5717865361,-0.4128340723,0.6718179267,-0.7704500388,-0.5579585775,0.2091282131
201204,0,-2.8961602956,0.3977525879,0.9964266554,-0.4217793339,0.7994814614,0.1659410766
201205,0,-8.5143428264,-0.9327265665,0.5551823162,0.5941850677,0.1758871094,-0.207032177
201206,1.4473766469,-13.8180506619,-0.2452534815,0.4703299279,-0.4179077699,0.0292844648,-0.0826704798
201207,0,6.4545486385,0.2574345411,0.2361539394,0.1150505764,0.2358617605,0.0288768231
201208,0,6.2661701818,0.0673838285,0.1018668206,-0.1181470436,-0.3903765474,0.5792717743
201209,0,0.116978832,-0.6757843216,0.5149548187,-0.5449903621,0.0006005194,0.4759919863
201210,0,-5.8597893403,0.6651644117,-0.5991436545,0.5019361106,0.2923246673,0.2693164754
201211,0,-3.1347270001,0.7123972364,0.4301262337,0.0113273199,0.491771794,-0.1680756174
201212,0.9484627658,1.8302368437,0.0497337647,-0.6846386613,0.1514063416,0.2755873094,-0.0121088936
201301,0,6.8455872416,-0.8902773006,0.0337628089,0.0989927882,-0.0819324207,0.1978829766
201302,0,0.1216016386,-0.274953341,0.2377473778,0.1122826049,0.5649280254,0.5415237849
201303,0,-2.1286789168,0.1819309615,0.158858399,0.0478678581,0.3000409161,-0.2815879974
201304,0,-0.8497663654,0.5657987697,-0.4692652119,0.0443584876,-0.0902423333,-0.2090162134
201305,-1.4197604061,2.880618221,-0.0636287733,-1.1021905033,0.0337534411,0.0112109939,0.0414069751
201306,0,0.8115696194,-0.0326566231,0.3861952663,-0.1195757357,0.1782235693,0.2377579522
201307,0,8.6020925392,0.6428323675,0.5086939943,0.4168299765,-0.5670143655,0.1955538987
201308,0,1.6178451246,-0.311655093,-0.0094308695,0.2869922468,0.7672593942,0.2384445631
201309,0,-0.3007712354,-0.6888923588,1.3986791693,0.2200123305,0.4820977274,0.0376873666
201310,0,-5.6150637145,0.4713765602,0.1609373127,-0.0545303058,-0.0952969518,0.0535087863
201311,0,-7.0594138344,0.3697545106,-0.1993117707,0.4487128567,0.32716096,0.1842790446
201312,0.960847615,3.6739833378,0.4474360298,-0.0425263187,-0.0075376559,0.2810015132,0.2640679493
201401,0,-3.3987919838,0.4816917811,0.0307202438,0.1088930949,-0.4779687881,0.2671966803
201402,0,6.2724571893,0.6498304631,-0.3831924609,0.2187229881,0.9919809034,0.0743306559
201403,0,-0.203941263,-0.7507642974,-0.3726538123,0.0546156163,0.88902796,0.1841019613
201404,0,1.0374096254,0.0868501367,-0.4569204868,0.3867453721,0.2160171628,0.2146400524
201405,0,-0.0629943202,-0.3874962086,0.1049698373,-0.2790974366,0.2851418539,0.170705469
201406,0.3788985846,3.3365759651,0.5252706878,-0.1357813702,0.0305456675,0.3703642852,0.1354273445
201407,0,-2.2266584889,0.3395883489,-0.4182958239,0.0773643214,0.0209516705,0.1251387961
201408,0,-7.0289654632,0.2137975882,0.6706984849,-0.8931137531,-0.0634373085,-0.0193715206
201409,0,-3.5157167565,1.1316781131,-0.5997807145,1.1007680877,0.2916303091,0.0054749406
201410,0,-9.9266553362,0.9396528585,0.4679330855,-0.6743508003,0.0538003736,-0.0021057109
201411,-9.9005447459,-10.5893943726,0.1110694287,-0.5260316351,0.5759356658,0.7755100937,-0.1707100052
201412,0,-24.2263578356,1.0153570895,0.4591235942,0.6102593563,-0.2194438165,-0.3262121749
201501,0,-22.1535305364,-0.7269393737,0.1761150322,-0.2539398169,-0.7216256264,-0.6087820698
201502,0,6.6875315371,-0.2583086399,0.9034962446,-0.2844227047,-0.1731369147,0.1863394213
201503,0,-5.9006833787,1.1246846258,1.0987825388,0.0786000902,-0.3397521446,0.2894554575
201504,0,12.895352104,-0.5054887654,0.4396978062,-0.166595331,-0.3929690296,0.0885366309
201505,0,8.1493550718,-0.0513273879,0.5504913423,-0.4253254733,-0.3619108727,0.3326875703
201506,2.3663428842,0.6430024185,0.5263473286,-0.0212208053,0.5698571537,-0.2800118981,0.2806753218
201507,0,-16.3054048925,0.6520416284,-0.1310272454,-0.1877185542,0.5009897404,0.1576919279
201508,0,-17.1673835588,-0.1876982475,1.1428235466,0.2412403344,-0.0056452821,-0.0016807358
201509,0,6.1296175936,-0.2641280388,0.5395485892,0.0626465815,-0.2925551969,-0.2195787664
201510,0,1.489001734,0.173399526,0.7361380654,0.3019927585,-0.1914429548,0.1249918623
201511,0,-8.6615854954,0.7308410163,0.5294683948,-0.4799324166,-0.5863055064,0.1294563854
201512,-2.0296155984,-13.1021775481,0.1914130445,0.895847957,-0.2585466214,-0.4639529364,-0.1029630328
201601,0,-16.1039478371,0.0247862251,-0.5888381918,0.5650916551,0.5468034231,0.068513738
201602,0,-4.1951701431,-0.9392213874,0.1134650901,-0.1315717909,-0.2067224692,-0.1926304741
201603,0,21.1805062302,-0.0350844997,-0.4137531063,0.1015440461,-0.7213041514,0.2060755134
201604,0,7.8339135541,-1.1199518762,0.4335079883,0.190348973,0.3343787805,0.3443325936
201605,0,13.4010180013,-0.9917748568,0.4441120943,-0.0794645022,-0.1113678468,0.2492254814
201606,0.533861264,4.0303508073,1.1309765447,0.5629732333,0.6221770386,0.3591414589,0.2648522026
201607,0,-8.7989348952,0.89487695,0.3809055968,-0.5238838404,0.08955997,-0.0066648338
201608,0,-0.0559868348,-0.6765382448,-0.0405020984,0.4414962381,-0.069198387,0.2126389872
201609,1.4291714324,0.8373162455,0.4089100245,-0.4865176652,-0.1750675159,-0.1514536588,0.1860519738
201610,0,9.4265510826,1.4565256719,0.0258792635,0.4058292168,0.1788867593,0.2693275074
201611,7.9056146594,-8.8102291239,1.2915616785,0.3951208169,0.4710901589,-0.2196758144,0.1711635401
201612,2.0003273103,12.654420966,-0.6573991376,0.2210250389,-0.1398882564,0.7930755937,0.2899778258
201701,0,0.5035726925,-1.1318095108,0.6288652353,0.0965427502,-0.2994818976,0.5110813652
201702,0,1.8004381442,-0.0069365887,0.0825323873,0.4071601612,0.238075812,0.0303197921
201703,0,-7.9009879084,-1.0020217846,0.0733216789,0.4440041167,0.2046046374,-0.1578454631
201704,0,3.2951993546,-0.5334556561,-0.5690919672,0.339791184,1.0821160038,0.1517003022
201705,-4.4918997677,-5.1128755589,0.728121657,-0.8169261795,0.1961090045,0.0203697976,-0.0721314463
201706,0,-7.09927903,0.6560727438,-0.1571631208,0.0061406242,0.1753512228,0.0495959579
201707,0,3.0753993057,0.6693507814,-0.2012906316,-0.1962472006,-0.232092378,0.0835606724
201708,0,2.5597830438,-0.7522842251,-1.0803423163,0.7353461525,-0.4276400318,0.4192055953
201709,0,3.1785775935,0.2449969426,0.5409917036,0.0587390473,0.2943240221,0.4596736688
201710,0,3.3942603416,0.2729801356,-1.9204184327,0.2273482829,1.6310628359,0.0774887203
201711,0.1659738331,9.0229178356,0.7980930718,0.0334040446,0.8320570249,0.2586872673,0.3352270576
201712,0,1.9641596683,-0.2976862774,-0.1416409477,0.1545627154,0.4545685163,0.2014855695
