date,OilShock,OilPrice,WorldOilProd,WorldOilInv,WorldIndProd,UsIndProd,UsCpi
197804,0,-0.785549994,1.5094052149,-0.4347586609,2.2657228208,2.0702964539,0.785549994
197805,0,-0.9345862418,-1.7156910364,-2.7394688651,-0.7116414617,0.3541652858,0.9345862418
197806,0,-0.7722046094,2.3361410538,2.9916265454,0.5483125537,0.6888837539,0.7722046094
197807,0,-0.7662872746,-0.7127590073,2.6361213646,0.3314125062,-0.0425332177,0.7662872746
197808,0,-0.6088298867,1.3376675542,-1.3484682023,0.6309382412,0.3773766219,0.6088298867
197809,0,-0.9063506153,3.4521558139,2.9275299176,0.7561281165,0.2511129316,0.9063506153
197810,0,-0.8982096316,0.6843059651,0.4217955021,0.3251001371,0.8079641263,0.8982096316
197811,0,-0.5943553901,0.2349953447,0.7363668111,0.6299656272,0.748817657,0.5943553901
197812,0,-0.5908436686,-2.1853448939,1.2489610684,1.5244653945,0.5484004436,0.5908436686
197901,0,-0.8797710704,-2.5329861513,-2.0733339609,-1.8532404065,-0.647068619,0.8797710704
197902,0,5.5002517719,0.5388792772,2.2807614664,0.9655025872,0.5312072627,1.0167117355
197903,0,-1.0064786616,1.9000456949,2.7470494001,0.4771325966,0.3148070843,1.0064786616
197904,0,-0.9964495259,1.9871661013,0.185953519,0.1195493809,-1.0838931674,0.9964495259
197905,0,12.1474713102,-0.3234109098,0.2603423624,0.7316169017,0.7487358537,1.1267724846
197906,0,4.2634220228,0.4013191569,3.3526867493,0.4105094814,-0.0059751657,1.1142176553
197907,0,11.8906027232,1.0010283557,-1.6530704303,0.2317570631,-0.1356575957,1.101939525
197908,0,18.7987617411,-0.2000362937,3.1553428229,0.3182800289,-0.6778618512,0.9543358047
197909,0,6.3306211639,-0.3822827858,1.3034573087,-0.2150047865,0.1111967309,0.9453142644
197910,0,0.6696453595,0.7034063636,2.8005474064,0.450325468,0.5309449899,1.0695289117
197911,0,5.6109265168,0.5094733671,0.5428808694,0.4646811322,-0.0986238591,1.0582109331
197912,0,3.5480348625,-0.7281661753,0.4471887359,0.3420380387,0.0834716778,1.1772536225
198001,0,-1.4202950178,-1.8150658165,2.3255578998,0.3516323967,0.4731220921,1.4202950178
198002,0,11.6938797531,0.588085725,2.4417035599,0.3521806001,0.0355569459,1.2739025777
198003,0,1.2840245475,-1.7180097192,-1.108481693,0.0487166103,-0.3320462844,1.3828001607
198004,0,2.8776542191,-2.0586466724,1.9237992108,-1.2849199906,-2.0584622708,0.993796999
198005,0,-0.9840177802,-1.0195299867,0.9866735089,-1.2894585919,-2.4443678232,0.9840177802
198006,0,-0.9744291475,0.3837470085,0.1467894583,-0.3181002082,-1.2440712052,0.9744291475
198007,0,-0.1211387186,-0.6683326788,0.5096640499,-0.5327018868,-0.7773796018,0.1211387186
198008,0,-4.5952179481,-0.273638612,2.1108333031,-0.0913071275,0.3720693913,0.72376673
198009,0,-6.2445486916,-1.9504148866,-0.8091213459,-0.0922611643,1.6147986408,0.8378265646
198010,0,-0.9489988185,-4.3029307645,-0.8398220832,0.5765545257,1.2432966293,0.9489988185
198011,0,-1.056968149,1.4691039611,0.147082442,0.9173641306,1.7308315726,1.056968149
